Date,Open,High,Low,Close,Adj Close,Volume
2020-01-21,63.750000,63.750000,61.400002,62.500000,62.500000,490400
2020-01-22,63.000000,65.150002,62.349998,65.000000,65.000000,515900
2020-01-23,65.000000,68.750000,64.500000,65.199997,65.199997,648200
2020-01-24,66.000000,67.500000,64.000000,67.500000,67.500000,298400
2020-01-29,68.500000,68.500000,64.000000,65.900002,65.900002,874800
2020-01-30,66.550003,66.550003,59.000000,62.650002,62.650002,770800
2020-01-31,62.750000,64.300003,61.200001,63.250000,63.250000,626800
2020-02-03,63.400002,70.000000,62.799999,69.000000,69.000000,834584
2020-02-04,69.050003,75.750000,69.050003,73.300003,73.300003,871222
2020-02-05,74.000000,76.849998,72.500000,73.599998,73.599998,932400
2020-02-06,74.000000,75.099998,70.550003,74.699997,74.699997,524800
2020-02-07,75.000000,78.300003,73.800003,75.500000,75.500000,756400
2020-02-10,76.000000,78.000000,74.900002,76.050003,76.050003,652416
2020-02-11,76.150002,77.699997,73.000000,74.400002,74.400002,516500
2020-02-12,75.599998,78.099998,73.250000,77.500000,77.500000,611520
2020-02-13,78.199997,79.199997,74.500000,75.150002,75.150002,385800
2020-02-14,75.050003,84.949997,74.650002,83.500000,83.500000,807400
2020-02-17,86.000000,89.599998,81.699997,84.000000,84.000000,1001600
2020-02-18,84.000000,85.300003,80.599998,85.099998,85.099998,909236
2020-02-19,84.800003,85.099998,81.300003,82.099998,82.099998,363636
2020-02-20,82.099998,83.349998,81.599998,82.000000,82.000000,323300
2020-02-21,81.599998,84.250000,81.099998,81.150002,81.150002,563800
2020-02-24,83.300003,86.000000,81.000000,81.250000,81.250000,1080800
2020-02-25,83.000000,84.199997,80.900002,83.099998,83.099998,404700
2020-02-26,82.000000,84.500000,81.599998,84.000000,84.000000,392600
2020-02-27,83.500000,88.800003,83.500000,87.000000,87.000000,823400
2020-02-28,86.900002,86.900002,78.050003,81.599998,81.599998,1101400
2020-03-02,80.849998,84.800003,79.949997,83.099998,83.099998,988700
2020-03-03,85.000000,87.800003,84.349998,85.099998,85.099998,1318300
2020-03-04,87.500000,98.000000,86.500000,97.800003,97.800003,2427100
2020-03-05,96.000000,96.849998,86.699997,86.699997,86.699997,3578200
2020-03-06,87.099998,90.400002,86.699997,87.449997,87.449997,1292100
2020-03-09,86.900002,86.900002,76.550003,77.099998,77.099998,1658300
2020-03-10,77.099998,82.000000,74.849998,79.699997,79.699997,1584600
2020-03-11,79.699997,86.300003,79.000000,84.500000,84.500000,1614000
2020-03-12,84.500000,84.500000,75.650002,79.000000,79.000000,1186200
2020-03-13,74.150002,80.000000,71.599998,79.449997,79.449997,1957000
2020-03-16,83.400002,86.500000,76.400002,78.199997,78.199997,1140800
2020-03-17,96.199997,96.199997,80.250000,85.500000,85.500000,4868400
2020-03-18,89.000000,95.000000,74.800003,79.449997,79.449997,3217600
2020-03-19,79.599998,84.949997,76.800003,82.599998,82.599998,1656333
2020-03-20,83.849998,95.949997,83.050003,94.000000,94.000000,4901622
2020-03-23,94.599998,112.800003,94.599998,108.500000,108.500000,3563396
2020-03-24,117.300003,127.000000,110.199997,116.400002,116.400002,2756144
2020-03-25,118.000000,120.000000,105.500000,112.199997,112.199997,2019100
2020-03-26,111.000000,122.099998,108.800003,121.000000,121.000000,1169524
2020-03-27,124.400002,125.000000,113.800003,117.000000,117.000000,1957751
2020-03-30,125.000000,125.000000,114.400002,121.000000,121.000000,1807600
2020-03-31,122.400002,126.699997,117.000000,125.000000,125.000000,985500
2020-04-01,127.000000,133.000000,123.500000,131.100006,131.100006,883865
2020-04-02,131.500000,151.899994,130.100006,144.100006,144.100006,1934767
2020-04-03,146.000000,149.000000,135.500000,142.800003,142.800003,1342764
2020-04-06,145.500000,161.000000,145.500000,157.600006,157.600006,2063551
2020-04-07,148.000000,152.899994,129.699997,135.399994,135.399994,10613814
2020-04-08,136.100006,140.800003,132.300003,135.500000,135.500000,1725350
2020-04-09,136.899994,137.399994,120.099998,130.500000,130.500000,2885929
2020-04-14,143.500000,145.100006,135.100006,138.899994,138.899994,2401146
2020-04-15,141.199997,141.899994,133.800003,135.199997,135.199997,1749210
2020-04-16,136.699997,136.699997,125.000000,126.500000,126.500000,2362952
2020-04-17,123.800003,129.800003,118.000000,126.199997,126.199997,1746978
2020-04-20,129.899994,136.800003,126.300003,136.800003,136.800003,1462447
2020-04-21,138.699997,142.000000,131.000000,136.100006,136.100006,1252447
2020-04-22,136.100006,148.000000,132.899994,147.000000,147.000000,1900780
2020-04-23,150.000000,158.699997,140.000000,142.199997,142.199997,2912358
2020-04-24,144.600006,149.100006,142.600006,146.000000,146.000000,1189000
2020-04-27,153.500000,164.199997,148.399994,161.899994,161.899994,2485668
2020-04-28,162.500000,165.899994,156.699997,163.899994,163.899994,1349342
2020-04-29,165.800003,168.000000,156.000000,164.500000,164.500000,1490700
2020-05-04,159.399994,164.000000,153.000000,154.000000,154.000000,1003033
2020-05-05,153.600006,158.800003,152.899994,155.399994,155.399994,489400
2020-05-06,156.899994,158.699997,145.500000,151.000000,151.000000,1127200
2020-05-07,151.000000,157.000000,147.600006,156.600006,156.600006,751600
2020-05-08,156.600006,162.000000,154.199997,159.699997,159.699997,475846
2020-05-11,165.000000,165.699997,160.000000,163.000000,163.000000,586034
2020-05-12,165.000000,176.300003,163.000000,168.000000,168.000000,1599585
2020-05-13,176.000000,177.699997,170.000000,174.899994,174.899994,1211040
2020-05-14,176.699997,180.000000,173.100006,179.199997,179.199997,1306300
2020-05-15,184.000000,196.000000,181.300003,195.899994,195.899994,1612105
2020-05-18,200.399994,226.000000,200.399994,213.399994,213.399994,2755329
2020-05-19,226.199997,227.000000,211.000000,226.000000,226.000000,2354237
2020-05-20,225.000000,246.000000,218.000000,246.000000,246.000000,2199708
2020-05-21,255.399994,285.799988,190.000000,214.000000,214.000000,9511797
2020-05-22,203.199997,235.800003,203.000000,222.000000,222.000000,4446595
2020-05-25,239.000000,240.000000,160.000000,191.100006,191.100006,8001226
2020-05-26,187.199997,191.000000,167.600006,169.800003,169.800003,3293315
2020-05-27,174.000000,179.000000,152.000000,174.000000,174.000000,3666407
2020-05-28,169.000000,177.699997,156.100006,163.199997,163.199997,2419610
2020-05-29,165.800003,181.399994,160.500000,181.399994,181.399994,7381870
2020-06-01,187.600006,196.500000,185.000000,190.199997,190.199997,2491017
2020-06-02,191.500000,194.899994,180.600006,193.000000,193.000000,1026857
2020-06-03,190.000000,192.699997,185.000000,192.100006,192.100006,956600
2020-06-04,191.699997,191.699997,183.199997,188.600006,188.600006,919665
2020-06-05,186.600006,189.000000,183.000000,184.600006,184.600006,815815
2020-06-08,180.000000,184.600006,168.399994,172.500000,172.500000,1708811
2020-06-09,170.100006,186.000000,168.300003,184.500000,184.500000,1622799
2020-06-10,187.000000,188.000000,175.000000,178.300003,178.300003,969300
2020-06-11,178.399994,186.899994,176.199997,181.500000,181.500000,952244
2020-06-12,175.000000,183.000000,173.600006,175.500000,175.500000,917155
2020-06-15,180.500000,199.100006,180.500000,187.000000,187.000000,2355116
2020-06-16,191.000000,200.000000,187.899994,199.600006,199.600006,1624320
2020-06-17,204.000000,204.800003,183.100006,189.000000,189.000000,1956811
2020-06-18,191.000000,191.000000,179.500000,184.000000,184.000000,1202907
2020-06-19,185.699997,186.000000,178.800003,185.300003,185.300003,1094240
2020-06-22,188.199997,202.399994,184.699997,197.600006,197.600006,2742506
2020-06-23,195.399994,196.800003,183.000000,195.000000,195.000000,1776395
2020-06-24,192.500000,225.800003,192.300003,225.000000,225.000000,3689357
2020-06-26,228.800003,230.000000,214.199997,220.000000,220.000000,1911400
2020-06-29,229.199997,238.000000,208.000000,219.000000,219.000000,2859602
2020-06-30,224.800003,226.199997,208.600006,213.800003,213.800003,1868700
2020-07-02,216.800003,217.800003,207.000000,217.000000,217.000000,1605550
2020-07-03,219.000000,229.800003,218.199997,227.800003,227.800003,1920829
2020-07-06,233.000000,233.000000,217.000000,218.800003,218.800003,1628938
2020-07-07,222.000000,226.600006,212.000000,221.800003,221.800003,1310365
2020-07-08,230.000000,232.600006,223.000000,227.000000,227.000000,1454616
2020-07-09,225.000000,228.000000,220.199997,226.800003,226.800003,1435851
2020-07-10,228.000000,229.399994,220.600006,225.399994,225.399994,788023
2020-07-13,232.000000,251.800003,223.600006,249.199997,249.199997,2941163
2020-07-14,253.800003,255.800003,236.000000,238.000000,238.000000,2163660
2020-07-15,246.800003,252.800003,238.600006,242.600006,242.600006,1437513
2020-07-16,258.000000,259.000000,213.000000,218.199997,218.199997,3780550
2020-07-17,207.000000,213.800003,196.000000,203.000000,203.000000,2659573
2020-07-20,207.000000,211.399994,200.000000,207.399994,207.399994,1173600
2020-07-21,221.800003,223.800003,204.000000,211.000000,211.000000,2849977
2020-07-22,218.800003,238.000000,212.000000,224.800003,224.800003,3858356
2020-07-23,236.000000,236.000000,213.600006,226.199997,226.199997,2561964
2020-07-24,222.000000,227.199997,210.000000,215.000000,215.000000,2009406
2020-07-27,219.000000,222.800003,208.000000,211.399994,211.399994,1280396
2020-07-28,211.399994,221.800003,211.399994,220.000000,220.000000,1345070
2020-07-29,221.199997,251.399994,219.399994,246.000000,246.000000,5494806
2020-07-30,248.199997,277.399994,248.199997,265.000000,265.000000,4917403
2020-07-31,280.000000,280.000000,268.399994,271.399994,271.399994,2147936
2020-08-03,276.000000,276.000000,250.000000,260.200012,260.200012,2386476
2020-08-04,267.799988,268.399994,253.199997,258.399994,258.399994,1707189
2020-08-05,250.000000,259.399994,248.000000,254.800003,254.800003,1071830
2020-08-06,254.000000,258.000000,246.399994,251.600006,251.600006,1153588
2020-08-07,252.000000,253.800003,238.800003,241.000000,241.000000,1228386
2020-08-10,238.000000,240.199997,215.000000,222.199997,222.199997,2057484
2020-08-11,224.399994,234.000000,218.000000,223.000000,223.000000,1339157
2020-08-12,225.199997,228.800003,205.800003,207.800003,207.800003,2707038
2020-08-13,213.000000,213.800003,187.699997,198.800003,198.800003,2689614
2020-08-14,199.300003,200.199997,190.300003,192.800003,192.800003,1308876
2020-08-17,214.000000,232.000000,212.199997,219.600006,219.600006,3933189
2020-08-18,227.800003,227.800003,205.000000,209.199997,209.199997,1879416
2020-08-19,213.000000,213.000000,198.000000,202.800003,202.800003,1068002
2020-08-20,198.500000,199.899994,194.300003,199.600006,199.600006,955879
2020-08-21,203.399994,204.000000,195.000000,201.199997,201.199997,961398
2020-08-24,198.699997,200.000000,190.600006,191.600006,191.600006,1910140
2020-08-25,190.000000,191.300003,176.000000,183.000000,183.000000,2487551
2020-08-26,181.000000,188.899994,178.600006,179.699997,179.699997,1254126
2020-08-27,181.199997,185.100006,178.500000,180.100006,180.100006,854985
2020-08-28,184.000000,184.000000,170.699997,173.699997,173.699997,1789320
2020-08-31,170.199997,173.199997,158.800003,164.300003,164.300003,2832568
2020-09-01,164.300003,165.899994,156.699997,158.899994,158.899994,1403231
2020-09-02,157.800003,157.800003,141.100006,156.000000,156.000000,4884661
2020-09-03,158.000000,175.500000,150.899994,171.000000,171.000000,3471980
2020-09-04,165.000000,170.000000,160.000000,169.399994,169.399994,1267000
2020-09-07,161.000000,169.000000,160.800003,161.600006,161.600006,1240335
2020-09-08,165.000000,173.800003,165.000000,171.000000,171.000000,1601144
2020-09-09,168.000000,183.899994,167.199997,182.300003,182.300003,2350208
2020-09-10,185.100006,186.800003,166.000000,167.800003,167.800003,1424422
2020-09-11,167.000000,178.000000,166.000000,178.000000,178.000000,812394
2020-09-14,179.500000,182.500000,172.500000,177.500000,177.500000,608119
2020-09-15,178.899994,180.000000,175.600006,179.399994,179.399994,427055
2020-09-16,180.300003,183.000000,178.800003,182.000000,182.000000,520061
2020-09-17,183.000000,183.000000,173.300003,174.899994,174.899994,743033
2020-09-18,173.000000,179.000000,172.500000,178.100006,178.100006,903029
2020-09-21,179.300003,179.899994,166.500000,168.100006,168.100006,973284
2020-09-22,153.300003,169.399994,153.000000,166.000000,166.000000,983433
2020-09-23,167.600006,184.800003,162.800003,182.000000,182.000000,2044148
2020-09-24,177.000000,179.500000,171.300003,176.000000,176.000000,1133819
2020-09-25,176.800003,182.899994,165.000000,168.000000,168.000000,1269173
2020-09-28,171.000000,174.000000,163.800003,165.000000,165.000000,687975
2020-09-29,164.699997,165.000000,156.000000,159.100006,159.100006,970947
2020-09-30,160.000000,164.800003,157.000000,164.399994,164.399994,803560
2020-10-05,166.800003,169.199997,160.000000,168.199997,168.199997,724366
2020-10-06,167.100006,174.600006,164.600006,174.000000,174.000000,1077566
2020-10-07,171.100006,174.000000,167.600006,171.500000,171.500000,691287
2020-10-08,169.300003,175.899994,169.199997,173.800003,173.800003,405266
2020-10-09,173.899994,177.600006,172.800003,175.000000,175.000000,578306
2020-10-12,175.199997,181.000000,175.000000,180.899994,180.899994,841625
2020-10-14,182.100006,182.800003,175.000000,176.300003,176.300003,946775
2020-10-15,181.899994,195.000000,179.000000,180.100006,180.100006,2861210
2020-10-16,184.000000,184.800003,171.300003,177.000000,177.000000,1625787
2020-10-19,178.199997,190.000000,178.199997,183.399994,183.399994,1557956
2020-10-20,183.500000,185.699997,176.500000,179.600006,179.600006,811306
2020-10-21,187.699997,194.699997,187.100006,190.000000,190.000000,2430535
2020-10-22,190.000000,190.000000,178.500000,183.000000,183.000000,1253830
2020-10-23,181.000000,183.800003,168.800003,170.500000,170.500000,1911767
2020-10-27,171.800003,174.000000,163.600006,165.600006,165.600006,1050965
2020-10-28,163.199997,164.500000,152.199997,153.500000,153.500000,2275499
2020-10-29,152.000000,161.500000,152.000000,156.600006,156.600006,1267451
2020-10-30,158.000000,159.600006,148.000000,150.899994,150.899994,1439029
2020-11-02,151.500000,151.500000,142.000000,143.199997,143.199997,1748867
2020-11-03,143.500000,149.699997,141.199997,144.899994,144.899994,1254563
2020-11-04,144.000000,153.399994,142.000000,153.000000,153.000000,1161905
2020-11-05,155.000000,161.500000,153.300003,161.100006,161.100006,1427051
2020-11-06,161.000000,161.000000,152.300003,155.000000,155.000000,939315
2020-11-09,156.800003,164.000000,156.800003,162.199997,162.199997,1186744
2020-11-10,168.000000,170.800003,154.800003,154.899994,154.899994,3197115
2020-11-11,156.000000,156.000000,145.100006,145.500000,145.500000,1604791
2020-11-12,148.000000,153.000000,147.699997,150.500000,150.500000,812084
2020-11-13,150.800003,157.100006,149.100006,157.000000,157.000000,1339614
2020-11-16,157.500000,160.199997,153.399994,154.300003,154.300003,1071344
2020-11-17,154.500000,155.000000,145.500000,145.800003,145.800003,1445573
2020-11-18,145.800003,152.600006,145.300003,151.000000,151.000000,963500
2020-11-19,152.600006,155.899994,147.800003,154.399994,154.399994,882690
2020-11-20,155.000000,159.500000,154.899994,156.800003,156.800003,940630
2020-11-23,158.000000,164.100006,158.000000,163.100006,163.100006,1048801
2020-11-24,163.699997,166.600006,153.500000,155.300003,155.300003,1618733
2020-11-25,154.000000,161.500000,154.000000,158.100006,158.100006,1268588
2020-11-26,159.899994,163.899994,159.000000,160.600006,160.600006,902000
2020-11-27,161.199997,162.800003,158.800003,161.600006,161.600006,883193
2020-11-30,162.500000,170.000000,162.500000,170.000000,170.000000,2632682
2020-12-01,169.600006,177.800003,169.600006,175.199997,175.199997,1647713
2020-12-02,176.100006,176.100006,165.000000,170.000000,170.000000,717490
2020-12-03,170.000000,176.000000,170.000000,174.399994,174.399994,629916
2020-12-04,175.000000,185.000000,174.500000,185.000000,185.000000,1717858
2020-12-07,183.000000,187.399994,179.500000,180.199997,180.199997,1067471
2020-12-08,180.399994,182.000000,170.899994,172.000000,172.000000,764889
2020-12-09,176.500000,176.500000,165.000000,167.500000,167.500000,1090600
2020-12-10,168.800003,187.000000,167.100006,186.800003,186.800003,2579604
2020-12-11,174.600006,175.699997,168.000000,170.500000,170.500000,13028252
2020-12-14,172.000000,172.000000,166.699997,168.100006,168.100006,1431161
2020-12-15,165.100006,166.100006,152.500000,155.699997,155.699997,2455997
2020-12-16,157.300003,163.300003,157.300003,162.199997,162.199997,1023200
2020-12-17,164.300003,172.000000,164.300003,171.899994,171.899994,1786977
2020-12-18,171.899994,176.000000,170.199997,173.800003,173.800003,1535328
2020-12-21,170.199997,182.800003,170.100006,179.000000,179.000000,2300694
2020-12-22,178.699997,185.000000,177.100006,180.399994,180.399994,1206787
2020-12-23,180.300003,180.300003,171.500000,175.300003,175.300003,929324
2020-12-24,172.000000,172.000000,172.000000,172.000000,172.000000,0
2020-12-28,172.000000,174.800003,165.000000,168.399994,168.399994,1225826
2020-12-29,168.399994,168.399994,160.399994,162.100006,162.100006,917730
2020-12-30,162.100006,172.500000,162.100006,172.199997,172.199997,1064094
2020-12-31,176.199997,176.199997,176.199997,176.199997,176.199997,0
2021-01-04,176.500000,177.899994,169.500000,175.899994,175.899994,1011866
2021-01-05,170.300003,178.899994,170.300003,178.899994,178.899994,687516
2021-01-06,179.000000,182.600006,174.399994,180.699997,180.699997,879945
2021-01-07,181.000000,200.000000,179.500000,199.000000,199.000000,3807635
2021-01-08,195.000000,220.000000,195.000000,220.000000,220.000000,3238160
2021-01-11,211.199997,222.000000,204.399994,206.000000,206.000000,2129179
2021-01-12,207.000000,227.399994,205.000000,226.800003,226.800003,1978857
2021-01-13,227.600006,234.000000,218.000000,226.199997,226.199997,1263527
2021-01-14,222.199997,232.000000,222.199997,230.000000,230.000000,1055786
2021-01-15,235.399994,246.600006,231.000000,234.199997,234.199997,1950178
2021-01-18,232.800003,244.600006,228.000000,244.600006,244.600006,802824
2021-01-19,244.399994,246.800003,230.000000,235.000000,235.000000,1608438
2021-01-20,244.000000,252.000000,239.399994,251.000000,251.000000,1814337
2021-01-21,252.000000,265.000000,250.000000,260.000000,260.000000,1076017
2021-01-22,256.000000,264.000000,253.000000,258.000000,258.000000,1031745
2021-01-25,259.399994,292.000000,259.399994,288.200012,288.200012,2152412
2021-01-26,285.200012,287.000000,269.200012,285.000000,285.000000,937490
2021-01-27,282.000000,284.799988,257.600006,258.000000,258.000000,1717130
2021-01-28,249.600006,253.600006,236.000000,237.399994,237.399994,1958631
2021-01-29,235.399994,255.800003,235.199997,252.399994,252.399994,1638316
2021-02-01,265.000000,317.399994,264.000000,296.000000,296.000000,4384247
2021-02-02,292.000000,309.799988,288.000000,288.200012,288.200012,1498021
2021-02-03,282.000000,307.000000,282.000000,299.000000,299.000000,1611650
2021-02-04,303.600006,306.799988,292.000000,301.000000,301.000000,1319664
2021-02-05,300.200012,335.600006,293.600006,335.200012,335.200012,2616091
2021-02-08,337.000000,370.000000,337.000000,365.000000,365.000000,3113773
2021-02-09,381.000000,388.000000,326.200012,358.000000,358.000000,3791851
2021-02-10,357.399994,412.799988,357.399994,410.000000,410.000000,2990310
2021-02-11,415.799988,415.799988,415.799988,415.799988,415.799988,0
2021-02-16,425.000000,431.600006,392.600006,400.600006,400.600006,2203910
2021-02-17,400.000000,440.000000,396.000000,434.200012,434.200012,1696141
2021-02-18,430.200012,449.600006,380.799988,393.600006,393.600006,3603369
2021-02-19,393.399994,393.399994,360.600006,384.000000,384.000000,2936021
2021-02-22,380.600006,382.000000,348.000000,350.000000,350.000000,2257843
2021-02-23,338.600006,380.799988,333.600006,372.000000,372.000000,1820151
2021-02-24,379.600006,390.799988,343.600006,354.200012,354.200012,3496654
2021-02-25,362.000000,394.000000,362.000000,393.000000,393.000000,2806075
2021-02-26,382.200012,393.600006,356.000000,369.000000,369.000000,2723077
2021-03-01,372.600006,389.799988,372.600006,377.200012,377.200012,1256666
2021-03-02,378.399994,387.000000,343.000000,346.200012,346.200012,1949610
2021-03-03,349.399994,362.799988,343.799988,358.200012,358.200012,1292089
2021-03-04,347.600006,360.000000,321.600006,324.000000,324.000000,1934177
2021-03-05,320.200012,342.000000,305.399994,327.000000,327.000000,1480001
2021-03-08,333.600006,340.600006,270.600006,273.000000,273.000000,3615340
2021-03-09,276.600006,283.399994,257.600006,264.399994,264.399994,1979546
2021-03-10,280.600006,284.000000,271.200012,277.200012,277.200012,1330576
2021-03-11,281.000000,296.799988,275.000000,295.799988,295.799988,1062988
2021-03-12,296.200012,320.000000,296.000000,297.799988,297.799988,1193602
